fecha,tienda_id,sku,unidades,venta_neta_mxn,descuento_mxn,canal
2026-06-01,T01,SKU-1042,12,540.00,0.00,Piso
2026-06-01,T01,SKU-1043,12,288.00,0.00,Piso
2026-06-01,T01,SKU-1045,15,480.00,0.00,Piso
2026-06-01,T01,SKU-1046,13,572.00,0.00,Piso
2026-06-01,T01,SKU-1047,11,462.00,0.00,Piso
2026-06-01,T01,SKU-1048,16,544.00,0.00,Piso
2026-06-01,T01,SKU-1049,13,182.00,0.00,Piso
2026-06-01,T01,SKU-1050,17,782.00,0.00,Piso
2026-06-01,T01,SKU-1053,1,12.00,0.00,Ecommerce
2026-06-01,T01,SKU-1053,12,144.00,0.00,Piso
2026-06-01,T01,SKU-1054,22,242.00,0.00,Piso
2026-06-01,T01,SKU-1055,6,144.00,0.00,Ecommerce
2026-06-01,T01,SKU-1055,19,456.00,0.00,Piso
2026-06-01,T01,SKU-1057,11,297.00,0.00,Piso
2026-06-01,T01,SKU-1058,19,247.00,0.00,Piso
2026-06-01,T01,SKU-1059,6,228.00,0.00,Piso
2026-06-01,T01,SKU-1060,13,637.00,0.00,Piso
2026-06-01,T01,SKU-1061,12,396.00,0.00,Piso
2026-06-01,T01,SKU-1062,6,645.19,68.81,Piso
2026-06-01,T01,SKU-1063,2,290.00,0.00,Piso
2026-06-01,T01,SKU-1064,11,792.00,0.00,Piso
2026-06-01,T01,SKU-1065,14,406.00,0.00,Piso
2026-06-01,T01,SKU-1067,6,528.00,0.00,Piso
2026-06-01,T01,SKU-1068,4,144.00,0.00,Piso
2026-06-01,T01,SKU-1069,9,378.00,0.00,Piso
2026-06-01,T01,SKU-1070,4,232.00,0.00,Piso
2026-06-01,T01,SKU-1071,3,138.00,0.00,Ecommerce
2026-06-01,T01,SKU-1071,30,1380.00,0.00,Piso
2026-06-01,T01,SKU-1073,13,273.00,0.00,Piso
2026-06-01,T01,SKU-1074,12,312.00,0.00,Piso
2026-06-01,T01,SKU-1075,4,60.00,0.00,Ecommerce
2026-06-01,T01,SKU-1075,40,600.00,0.00,Piso
2026-06-01,T01,SKU-1076,20,680.00,0.00,Piso
2026-06-01,T01,SKU-1077,6,228.00,0.00,Ecommerce
2026-06-01,T01,SKU-1077,36,1368.00,0.00,Piso
2026-06-01,T01,SKU-1078,6,120.00,0.00,Ecommerce
2026-06-01,T01,SKU-1078,36,720.00,0.00,Piso
2026-06-01,T01,SKU-1079,17,578.00,0.00,Piso
2026-06-01,T01,SKU-1081,24,408.00,0.00,Piso
2026-06-01,T01,SKU-1083,5,150.00,0.00,Piso
2026-06-01,T01,SKU-1085,11,242.00,0.00,Piso
2026-06-01,T01,SKU-1087,4,528.00,0.00,Piso
2026-06-01,T01,SKU-1090,13,507.00,0.00,Piso
2026-06-01,T01,SKU-1091,24,336.00,0.00,Piso
2026-06-01,T01,SKU-1092,6,216.00,0.00,Piso
2026-06-01,T01,SKU-1093,1,28.00,0.00,Piso
2026-06-01,T01,SKU-1095,13,546.00,0.00,Piso
2026-06-01,T01,SKU-1096,3,387.00,0.00,Piso
2026-06-01,T01,SKU-1097,11,528.00,0.00,Piso
2026-06-01,T01,SKU-1097,-3,-144.00,0.00,Piso
2026-06-01,T01,SKU-1098,8,176.00,0.00,Piso
2026-06-01,T01,SKU-1100,16,544.00,0.00,Piso
2026-06-01,T01,SKU-1101,3,57.00,0.00,Piso
2026-06-01,T01,SKU-1102,23,2254.00,0.00,Piso
2026-06-01,T01,SKU-1103,5,210.00,0.00,Piso
2026-06-01,T01,SKU-1104,12,552.00,0.00,Piso
2026-06-01,T01,SKU-1105,9,288.00,0.00,Piso
2026-06-01,T01,SKU-1106,3,204.00,0.00,Piso
2026-06-01,T01,SKU-1107,11,198.00,0.00,Piso
2026-06-01,T01,SKU-1108,4,180.00,0.00,Piso
2026-06-01,T01,SKU-1109,12,936.00,0.00,Piso
2026-06-01,T01,SKU-1110,7,546.00,0.00,Piso
2026-06-01,T01,SKU-1111,12,468.00,0.00,Piso
2026-06-01,T01,SKU-1113,5,210.00,0.00,Piso
2026-06-01,T01,SKU-1114,9,504.00,0.00,Piso
2026-06-01,T01,SKU-1115,2,96.00,0.00,Piso
2026-06-01,T01,SKU-1116,6,504.00,0.00,Piso
2026-06-01,T01,SKU-1117,15,540.00,0.00,Piso
2026-06-01,T01,SKU-1118,7,1813.00,0.00,Piso
2026-06-01,T01,SKU-1119,9,288.00,0.00,Piso
2026-06-01,T01,SKU-1120,4,580.00,0.00,Piso
2026-06-01,T02,SKU-1001,44,1210.00,0.00,Piso
2026-06-01,T02,SKU-1002,4,116.00,0.00,Ecommerce
2026-06-01,T02,SKU-1002,18,522.00,0.00,Piso
2026-06-01,T02,SKU-1003,12,342.00,0.00,Piso
2026-06-01,T02,SKU-1004,12,552.00,0.00,Piso
2026-06-01,T02,SKU-1005,36,450.00,0.00,Piso
2026-06-01,T02,SKU-1006,5,390.00,0.00,Piso
2026-06-01,T02,SKU-1007,11,1012.00,0.00,Piso
2026-06-01,T02,SKU-1008,13,832.00,0.00,Piso
2026-06-01,T02,SKU-1009,12,456.00,0.00,Piso
2026-06-01,T02,SKU-1011,4,196.00,0.00,Ecommerce
2026-06-01,T02,SKU-1011,33,1295.25,321.75,Piso
2026-06-01,T02,SKU-1012,5,260.00,0.00,Piso
2026-06-01,T02,SKU-1013,5,17.50,0.00,Ecommerce
2026-06-01,T02,SKU-1013,52,182.00,0.00,Piso
2026-06-01,T02,SKU-1014,5,70.00,0.00,Ecommerce
2026-06-01,T02,SKU-1014,30,420.00,0.00,Piso
2026-06-01,T02,SKU-1015,23,368.00,0.00,Piso
2026-06-01,T02,SKU-1016,7,294.00,0.00,Piso
2026-06-01,T02,SKU-1017,1,24.00,0.00,Ecommerce
2026-06-01,T02,SKU-1017,22,528.00,0.00,Piso
2026-06-01,T02,SKU-1018,13,572.00,0.00,Piso
2026-06-01,T02,SKU-1019,8,288.00,0.00,Piso
2026-06-01,T02,SKU-1020,28,504.00,0.00,Piso
2026-06-01,T02,SKU-1021,3,66.00,0.00,Piso
2026-06-01,T02,SKU-1022,12,384.00,0.00,Piso
2026-06-01,T02,SKU-1024,9,621.00,0.00,Piso
2026-06-01,T02,SKU-1025,9,1971.00,0.00,Piso
2026-06-01,T02,SKU-1029,17,816.00,0.00,Piso
2026-06-01,T02,SKU-1030,8,416.00,0.00,Piso
2026-06-01,T02,SKU-1031,3,294.00,0.00,Piso
2026-06-01,T02,SKU-1032,5,575.00,0.00,Piso
2026-06-01,T02,SKU-1033,4,88.00,0.00,Ecommerce
2026-06-01,T02,SKU-1033,28,616.00,0.00,Piso
2026-06-01,T02,SKU-1034,16,784.00,0.00,Piso
2026-06-01,T02,SKU-1035,3,204.00,0.00,Ecommerce
2026-06-01,T02,SKU-1035,26,1768.00,0.00,Piso
2026-06-01,T02,SKU-1036,3,96.00,0.00,Ecommerce
2026-06-01,T02,SKU-1036,31,835.84,156.16,Piso
2026-06-01,T02,SKU-1037,23,437.00,0.00,Piso
2026-06-01,T02,SKU-1038,5,275.00,0.00,Piso
2026-06-01,T02,SKU-1039,3,87.00,0.00,Ecommerce
2026-06-01,T02,SKU-1039,33,957.00,0.00,Piso
2026-06-01,T02,SKU-1040,1,26.00,0.00,Ecommerce
2026-06-01,T02,SKU-1040,23,598.00,0.00,Piso
2026-06-01,T02,SKU-1041,3,93.00,0.00,Ecommerce
2026-06-01,T02,SKU-1041,19,589.00,0.00,Piso
2026-06-01,T02,SKU-1042,7,315.00,0.00,Piso
2026-06-01,T02,SKU-1043,14,336.00,0.00,Piso
2026-06-01,T02,SKU-1045,17,544.00,0.00,Piso
2026-06-01,T02,SKU-1046,11,484.00,0.00,Piso
2026-06-01,T02,SKU-1047,7,294.00,0.00,Piso
2026-06-01,T02,SKU-1048,14,476.00,0.00,Piso
2026-06-01,T02,SKU-1049,7,98.00,0.00,Piso
2026-06-01,T02,SKU-1050,11,506.00,0.00,Piso
2026-06-01,T02,SKU-1051,8,224.00,0.00,Piso
2026-06-01,T02,SKU-1052,5,114.10,10.90,Piso
2026-06-01,T02,SKU-1053,3,36.00,0.00,Ecommerce
2026-06-01,T02,SKU-1053,20,218.56,21.44,Piso
2026-06-01,T02,SKU-1054,11,121.00,0.00,Piso
2026-06-01,T02,SKU-1055,2,48.00,0.00,Ecommerce
2026-06-01,T02,SKU-1055,29,696.00,0.00,Piso
2026-06-01,T02,SKU-1056,7,252.00,0.00,Piso
2026-06-01,T02,SKU-1057,6,162.00,0.00,Piso
2026-06-01,T02,SKU-1058,15,195.00,0.00,Piso
2026-06-01,T02,SKU-1059,5,190.00,0.00,Piso
2026-06-01,T02,SKU-1060,5,245.00,0.00,Piso
2026-06-01,T02,SKU-1061,6,198.00,0.00,Piso
2026-06-01,T02,SKU-1062,5,595.00,0.00,Piso
2026-06-01,T02,SKU-1063,5,725.00,0.00,Piso
2026-06-01,T02,SKU-1064,12,864.00,0.00,Piso
2026-06-01,T02,SKU-1065,7,203.00,0.00,Piso
2026-06-01,T02,SKU-1066,4,156.00,0.00,Piso
2026-06-01,T02,SKU-1067,4,352.00,0.00,Piso
2026-06-01,T02,SKU-1068,6,216.00,0.00,Piso
2026-06-01,T02,SKU-1069,10,420.00,0.00,Piso
2026-06-01,T02,SKU-1070,6,348.00,0.00,Piso
2026-06-01,T02,SKU-1071,4,184.00,0.00,Ecommerce
2026-06-01,T02,SKU-1071,22,1012.00,0.00,Piso
2026-06-01,T02,SKU-1072,8,232.00,0.00,Piso
2026-06-01,T02,SKU-1073,15,315.00,0.00,Piso
2026-06-01,T02,SKU-1074,12,312.00,0.00,Piso
2026-06-01,T02,SKU-1075,4,60.00,0.00,Ecommerce
2026-06-01,T02,SKU-1075,37,555.00,0.00,Piso
2026-06-01,T02,SKU-1076,11,374.00,0.00,Piso
2026-06-01,T02,SKU-1077,2,76.00,0.00,Ecommerce
2026-06-01,T02,SKU-1077,36,1368.00,0.00,Piso
2026-06-01,T02,SKU-1078,3,60.00,0.00,Ecommerce
2026-06-01,T02,SKU-1078,32,640.00,0.00,Piso
2026-06-01,T02,SKU-1079,15,510.00,0.00,Piso
2026-06-01,T02,SKU-1080,8,304.00,0.00,Piso
2026-06-01,T02,SKU-1081,12,204.00,0.00,Piso
2026-06-01,T02,SKU-1082,10,320.00,0.00,Piso
2026-06-01,T02,SKU-1083,14,420.00,0.00,Piso
2026-06-01,T02,SKU-1084,13,312.00,0.00,Piso
2026-06-01,T02,SKU-1085,13,286.00,0.00,Piso
2026-06-01,T02,SKU-1086,9,1062.00,0.00,Piso
2026-06-01,T02,SKU-1087,5,660.00,0.00,Piso
2026-06-01,T02,SKU-1088,3,567.00,0.00,Piso
2026-06-01,T02,SKU-1089,2,770.00,0.00,Piso
2026-06-01,T02,SKU-1090,10,390.00,0.00,Piso
2026-06-01,T02,SKU-1092,5,180.00,0.00,Piso
2026-06-01,T02,SKU-1093,3,84.00,0.00,Piso
2026-06-01,T02,SKU-1094,6,252.00,0.00,Piso
2026-06-01,T02,SKU-1095,6,252.00,0.00,Piso
2026-06-01,T02,SKU-1096,7,903.00,0.00,Piso
2026-06-01,T02,SKU-1097,4,192.00,0.00,Piso
2026-06-01,T02,SKU-1098,17,374.00,0.00,Piso
2026-06-01,T02,SKU-1099,8,288.00,0.00,Piso
2026-06-01,T02,SKU-1100,11,374.00,0.00,Piso
2026-06-01,T02,SKU-1101,5,95.00,0.00,Piso
2026-06-01,T02,SKU-1101,-2,-38.00,0.00,Piso
2026-06-01,T02,SKU-1102,14,1372.00,0.00,Piso
2026-06-01,T02,SKU-1103,13,546.00,0.00,Piso
2026-06-01,T02,SKU-1104,11,506.00,0.00,Piso
2026-06-01,T02,SKU-1105,6,192.00,0.00,Piso
2026-06-01,T02,SKU-1107,9,162.00,0.00,Piso
2026-06-01,T02,SKU-1108,6,270.00,0.00,Piso
2026-06-01,T02,SKU-1109,8,624.00,0.00,Piso
2026-06-01,T02,SKU-1110,3,234.00,0.00,Piso
2026-06-01,T02,SKU-1111,14,546.00,0.00,Piso
2026-06-01,T02,SKU-1112,9,306.00,0.00,Piso
2026-06-01,T02,SKU-1113,4,168.00,0.00,Piso
2026-06-01,T02,SKU-1114,11,616.00,0.00,Piso
2026-06-01,T02,SKU-1115,2,96.00,0.00,Piso
2026-06-01,T02,SKU-1116,5,420.00,0.00,Piso
2026-06-01,T02,SKU-1117,12,432.00,0.00,Piso
2026-06-01,T02,SKU-1120,2,290.00,0.00,Piso
2026-06-01,T03,SKU-1001,25,687.50,0.00,Piso
2026-06-01,T03,SKU-1002,13,377.00,0.00,Piso
2026-06-01,T03,SKU-1003,13,370.50,0.00,Piso
2026-06-01,T03,SKU-1004,7,322.00,0.00,Piso
2026-06-01,T03,SKU-1005,13,162.50,0.00,Piso
2026-06-01,T03,SKU-1006,1,78.00,0.00,Piso
2026-06-01,T03,SKU-1007,2,184.00,0.00,Piso
2026-06-01,T03,SKU-1009,4,152.00,0.00,Piso
2026-06-01,T03,SKU-1010,1,24.00,0.00,Piso
2026-06-01,T03,SKU-1011,10,490.00,0.00,Piso
2026-06-01,T03,SKU-1012,4,208.00,0.00,Piso
2026-06-01,T03,SKU-1013,9,31.50,0.00,Piso
2026-06-01,T03,SKU-1015,9,144.00,0.00,Piso
2026-06-01,T03,SKU-1016,4,168.00,0.00,Piso
2026-06-01,T03,SKU-1018,10,440.00,0.00,Piso
2026-06-01,T03,SKU-1019,6,216.00,0.00,Piso
2026-06-01,T03,SKU-1020,7,126.00,0.00,Piso
2026-06-01,T03,SKU-1021,2,44.00,0.00,Piso
2026-06-01,T03,SKU-1022,3,96.00,0.00,Piso
2026-06-01,T03,SKU-1023,8,1112.00,0.00,Piso
2026-06-01,T03,SKU-1024,4,276.00,0.00,Piso
2026-06-01,T03,SKU-1026,4,530.49,169.51,Piso
2026-06-01,T03,SKU-1027,2,258.00,0.00,Piso
2026-06-01,T03,SKU-1028,3,447.00,0.00,Piso
2026-06-01,T03,SKU-1030,5,260.00,0.00,Piso
2026-06-01,T03,SKU-1031,2,196.00,0.00,Piso
2026-06-01,T03,SKU-1033,19,418.00,0.00,Piso
2026-06-01,T03,SKU-1034,7,242.91,100.09,Piso
2026-06-01,T03,SKU-1035,12,816.00,0.00,Piso
2026-06-01,T03,SKU-1036,9,227.87,60.13,Piso
2026-06-01,T03,SKU-1037,11,209.00,0.00,Piso
2026-06-01,T03,SKU-1038,2,110.00,0.00,Piso
2026-06-01,T03,SKU-1039,23,667.00,0.00,Piso
2026-06-01,T03,SKU-1040,7,182.00,0.00,Piso
2026-06-01,T03,SKU-1041,5,155.00,0.00,Piso
2026-06-01,T03,SKU-1042,1,45.00,0.00,Piso
2026-06-01,T03,SKU-1043,3,59.02,12.98,Piso
2026-06-01,T03,SKU-1044,14,252.00,0.00,Piso
2026-06-01,T03,SKU-1045,7,224.00,0.00,Piso
2026-06-01,T03,SKU-1046,3,132.00,0.00,Piso
2026-06-01,T03,SKU-1047,5,210.00,0.00,Piso
2026-06-01,T03,SKU-1048,10,340.00,0.00,Piso
2026-06-01,T03,SKU-1049,4,56.00,0.00,Piso
2026-06-01,T03,SKU-1050,7,322.00,0.00,Piso
2026-06-01,T03,SKU-1051,3,84.00,0.00,Piso
2026-06-01,T03,SKU-1052,6,150.00,0.00,Piso
2026-06-01,T03,SKU-1053,9,108.00,0.00,Piso
2026-06-01,T03,SKU-1054,8,88.00,0.00,Piso
2026-06-01,T03,SKU-1055,5,120.00,0.00,Piso
2026-06-01,T03,SKU-1056,1,36.00,0.00,Piso
2026-06-01,T03,SKU-1057,6,162.00,0.00,Piso
2026-06-01,T03,SKU-1058,7,91.00,0.00,Piso
2026-06-01,T03,SKU-1059,7,266.00,0.00,Piso
2026-06-01,T03,SKU-1060,6,294.00,0.00,Piso
2026-06-01,T03,SKU-1061,6,198.00,0.00,Piso
2026-06-01,T03,SKU-1065,5,145.00,0.00,Piso
2026-06-01,T03,SKU-1066,3,117.00,0.00,Piso
2026-06-01,T03,SKU-1067,1,88.00,0.00,Piso
2026-06-01,T03,SKU-1068,2,72.00,0.00,Piso
2026-06-01,T03,SKU-1069,3,126.00,0.00,Piso
2026-06-01,T03,SKU-1070,4,232.00,0.00,Piso
2026-06-01,T03,SKU-1071,15,690.00,0.00,Piso
2026-06-01,T03,SKU-1073,4,84.00,0.00,Piso
2026-06-01,T03,SKU-1074,1,26.00,0.00,Piso
2026-06-01,T03,SKU-1075,13,195.00,0.00,Piso
2026-06-01,T03,SKU-1076,9,306.00,0.00,Piso
2026-06-01,T03,SKU-1077,13,494.00,0.00,Piso
2026-06-01,T03,SKU-1078,15,300.00,0.00,Piso
2026-06-01,T03,SKU-1079,6,193.32,10.68,Piso
2026-06-01,T03,SKU-1080,3,114.00,0.00,Piso
2026-06-01,T03,SKU-1081,4,68.00,0.00,Piso
2026-06-01,T03,SKU-1082,10,320.00,0.00,Piso
2026-06-01,T03,SKU-1083,4,120.00,0.00,Piso
2026-06-01,T03,SKU-1085,3,66.00,0.00,Piso
2026-06-01,T03,SKU-1086,8,944.00,0.00,Piso
2026-06-01,T03,SKU-1087,4,528.00,0.00,Piso
2026-06-01,T03,SKU-1088,2,378.00,0.00,Piso
2026-06-01,T03,SKU-1089,1,385.00,0.00,Piso
2026-06-01,T03,SKU-1090,6,234.00,0.00,Piso
2026-06-01,T03,SKU-1091,11,154.00,0.00,Piso
2026-06-01,T03,SKU-1093,1,28.00,0.00,Piso
2026-06-01,T03,SKU-1094,1,42.00,0.00,Piso
2026-06-01,T03,SKU-1095,7,294.00,0.00,Piso
2026-06-01,T03,SKU-1095,-2,-84.00,0.00,Piso
2026-06-01,T03,SKU-1096,2,258.00,0.00,Piso
2026-06-01,T03,SKU-1098,9,198.00,0.00,Piso
2026-06-01,T03,SKU-1100,5,170.00,0.00,Piso
2026-06-01,T03,SKU-1101,5,95.00,0.00,Piso
2026-06-01,T03,SKU-1102,7,686.00,0.00,Piso
2026-06-01,T03,SKU-1103,4,168.00,0.00,Piso
2026-06-01,T03,SKU-1104,3,138.00,0.00,Piso
2026-06-01,T03,SKU-1105,2,64.00,0.00,Piso
2026-06-01,T03,SKU-1107,5,90.00,0.00,Piso
2026-06-01,T03,SKU-1108,1,45.00,0.00,Piso
2026-06-01,T03,SKU-1109,7,546.00,0.00,Piso
2026-06-01,T03,SKU-1112,5,170.00,0.00,Piso
2026-06-01,T03,SKU-1113,2,84.00,0.00,Piso
2026-06-01,T03,SKU-1114,5,280.00,0.00,Piso
2026-06-01,T03,SKU-1115,2,96.00,0.00,Piso
2026-06-01,T03,SKU-1116,2,168.00,0.00,Piso
2026-06-01,T03,SKU-1117,10,360.00,0.00,Piso
2026-06-01,T03,SKU-1118,1,259.00,0.00,Piso
2026-06-01,T03,SKU-1119,3,96.00,0.00,Piso
2026-06-01,T03,SKU-1120,4,580.00,0.00,Piso
2026-06-01,T04,SKU-1001,19,522.50,0.00,Piso
2026-06-01,T04,SKU-1002,11,319.00,0.00,Piso
2026-06-01,T04,SKU-1003,7,199.50,0.00,Piso
2026-06-01,T04,SKU-1004,7,322.00,0.00,Piso
2026-06-01,T04,SKU-1005,15,187.50,0.00,Piso
2026-06-01,T04,SKU-1005,-1,-12.50,0.00,Piso
2026-06-01,T04,SKU-1006,8,624.00,0.00,Piso
2026-06-01,T04,SKU-1007,7,644.00,0.00,Piso
2026-06-01,T04,SKU-1008,3,192.00,0.00,Piso
2026-06-01,T04,SKU-1009,3,114.00,0.00,Piso
2026-06-01,T04,SKU-1010,5,120.00,0.00,Piso
2026-06-01,T04,SKU-1011,14,686.00,0.00,Piso
2026-06-01,T04,SKU-1012,2,104.00,0.00,Piso
2026-06-01,T04,SKU-1014,7,98.00,0.00,Piso
2026-06-01,T04,SKU-1015,3,48.00,0.00,Piso
2026-06-01,T04,SKU-1016,2,84.00,0.00,Piso
2026-06-01,T04,SKU-1017,14,336.00,0.00,Piso
2026-06-01,T04,SKU-1018,9,396.00,0.00,Piso
2026-06-01,T04,SKU-1019,5,180.00,0.00,Piso
2026-06-01,T04,SKU-1022,4,128.00,0.00,Piso
2026-06-01,T04,SKU-1023,11,1162.99,366.01,Piso
2026-06-01,T04,SKU-1025,3,472.39,184.61,Piso
2026-06-01,T04,SKU-1026,1,175.00,0.00,Piso
2026-06-01,T04,SKU-1027,4,364.62,151.38,Piso
2026-06-01,T04,SKU-1028,2,298.00,0.00,Piso
2026-06-01,T04,SKU-1029,8,281.07,102.93,Piso
2026-06-01,T04,SKU-1030,4,152.85,55.15,Piso
2026-06-01,T04,SKU-1031,1,98.00,0.00,Piso
2026-06-01,T04,SKU-1032,5,575.00,0.00,Piso
2026-06-01,T04,SKU-1033,14,308.00,0.00,Piso
2026-06-01,T04,SKU-1034,6,294.00,0.00,Piso
2026-06-01,T04,SKU-1036,9,288.00,0.00,Piso
2026-06-01,T04,SKU-1038,2,110.00,0.00,Piso
2026-06-01,T04,SKU-1039,8,232.00,0.00,Piso
2026-06-01,T04,SKU-1040,12,312.00,0.00,Piso
2026-06-01,T04,SKU-1041,8,248.00,0.00,Piso
2026-06-01,T04,SKU-1042,3,135.00,0.00,Piso
2026-06-01,T04,SKU-1043,4,96.00,0.00,Piso
2026-06-01,T04,SKU-1044,6,108.00,0.00,Piso
2026-06-01,T04,SKU-1046,4,176.00,0.00,Piso
2026-06-01,T04,SKU-1047,4,168.00,0.00,Piso
2026-06-01,T04,SKU-1048,2,68.00,0.00,Piso
2026-06-01,T04,SKU-1049,3,42.00,0.00,Piso
2026-06-01,T04,SKU-1050,8,368.00,0.00,Piso
2026-06-01,T04,SKU-1051,5,140.00,0.00,Piso
2026-06-01,T04,SKU-1053,9,108.00,0.00,Piso
2026-06-01,T04,SKU-1054,6,66.00,0.00,Piso
2026-06-01,T04,SKU-1055,6,144.00,0.00,Piso
2026-06-01,T04,SKU-1056,5,180.00,0.00,Piso
2026-06-01,T04,SKU-1057,4,108.00,0.00,Piso
2026-06-01,T04,SKU-1058,7,91.00,0.00,Piso
2026-06-01,T04,SKU-1059,1,38.00,0.00,Piso
2026-06-01,T04,SKU-1060,9,441.00,0.00,Piso
2026-06-01,T04,SKU-1062,4,476.00,0.00,Piso
2026-06-01,T04,SKU-1063,2,290.00,0.00,Piso
2026-06-01,T04,SKU-1064,4,259.72,28.28,Piso
2026-06-01,T04,SKU-1065,6,174.00,0.00,Piso
2026-06-01,T04,SKU-1067,2,176.00,0.00,Piso
2026-06-01,T04,SKU-1068,7,252.00,0.00,Piso
2026-06-01,T04,SKU-1069,3,126.00,0.00,Piso
2026-06-01,T04,SKU-1070,4,232.00,0.00,Piso
2026-06-01,T04,SKU-1071,9,414.00,0.00,Piso
2026-06-01,T04,SKU-1072,4,116.00,0.00,Piso
2026-06-01,T04,SKU-1073,3,63.00,0.00,Piso
2026-06-01,T04,SKU-1074,4,104.00,0.00,Piso
2026-06-01,T04,SKU-1075,16,240.00,0.00,Piso
2026-06-01,T04,SKU-1076,1,34.00,0.00,Piso
2026-06-01,T04,SKU-1077,8,304.00,0.00,Piso
2026-06-01,T04,SKU-1080,7,266.00,0.00,Piso
2026-06-01,T04,SKU-1082,8,256.00,0.00,Piso
2026-06-01,T04,SKU-1083,3,90.00,0.00,Piso
2026-06-01,T04,SKU-1084,4,96.00,0.00,Piso
2026-06-01,T04,SKU-1085,4,88.00,0.00,Piso
2026-06-01,T04,SKU-1086,5,590.00,0.00,Piso
2026-06-01,T04,SKU-1089,2,770.00,0.00,Piso
2026-06-01,T04,SKU-1090,1,39.00,0.00,Piso
2026-06-01,T04,SKU-1091,10,140.00,0.00,Piso
2026-06-01,T04,SKU-1092,1,36.00,0.00,Piso
2026-06-01,T04,SKU-1093,1,28.00,0.00,Piso
2026-06-01,T04,SKU-1094,2,84.00,0.00,Piso
2026-06-01,T04,SKU-1095,7,294.00,0.00,Piso
2026-06-01,T04,SKU-1096,1,129.00,0.00,Piso
2026-06-01,T04,SKU-1099,2,72.00,0.00,Piso
2026-06-01,T04,SKU-1100,10,340.00,0.00,Piso
2026-06-01,T04,SKU-1102,2,196.00,0.00,Piso
2026-06-01,T04,SKU-1103,2,84.00,0.00,Piso
2026-06-01,T04,SKU-1104,6,276.00,0.00,Piso
2026-06-01,T04,SKU-1106,1,68.00,0.00,Piso
2026-06-01,T04,SKU-1107,1,16.56,1.44,Piso
2026-06-01,T04,SKU-1109,4,312.00,0.00,Piso
2026-06-01,T04,SKU-1112,1,34.00,0.00,Piso
2026-06-01,T04,SKU-1113,4,168.00,0.00,Piso
2026-06-01,T04,SKU-1114,1,56.00,0.00,Piso
2026-06-01,T04,SKU-1115,3,144.00,0.00,Piso
