ticket_id,fecha_creacion,tienda_id,categoria,prioridad,estado,titulo,descripcion,fecha_cierre
1059,2026-06-23 09:01,T01,RH,Baja,Cerrado,Uniformes pendientes,"Ya pedimos uniformes hace 3 semanas para los nuevos y no llegan, andan con ropa de calle.",2026-07-02 13:14
1060,2026-06-23 17:02,T02,Cajas,Media,Cerrado,Terminal bancaria rechazada,"La terminal de la caja 4 rechaza todas las tarjetas, dice error de comunicacion gracias",2026-06-25 17:46
1061,2026-06-23 20:55,T04,TI,Alta,Resuelto,no entra el sistema de inventario,"Desde la mañana no podemos entrar al SIGMA, marca error de conexion. Ya reiniciamos la compu de la oficina y nada.",2026-06-24 04:18
1062,2026-06-24 07:27,T03,TI,Alta,Cerrado,Se cayó el wifi de los handhelds,"Los handhelds de piso no agarran wifi en el pasillo 4, no podemos hacer conteos.",2026-06-25 11:03
1063,2026-06-24 07:48,T02,Inventario,Baja,Cerrado,merma alta en frutas,"La merma de frutas y verduras esta muy alta esta semana, sobre todo en platano y fresa.",2026-06-28 13:26
1064,2026-06-24 11:20,T01,Inventario,Baja,Cerrado,Diferencia en conteo cíclico,"El conteo del pasillo 5 salió con diferencia de 30 piezas contra sistema, ¿reconteo?",2026-07-04 06:24
1065,2026-06-24 11:31,T01,Inventario,Media,Cerrado,Producto caducado en anaquel,"Encontramos Cebolla blanca kg caducado en anaquel, ya lo retiramos pero hay que revisar el resto.",2026-06-27 04:31
1066,2026-06-24 14:54,T03,Inventario,Alta,Cerrado,exceso de producto,"Nos mandaron el triple de agua embotellada de lo q pedimos, no hay donde ponerla.",2026-06-26 08:39
1067,2026-06-24 15:26,T02,Cajas,Media,Cerrado,Cajón de dinero no abre,"El cajon de la caja 6 no abre, la cajera tiene que abrirlo con la llave cada venta gracias",2026-06-25 07:18
1068,2026-06-24 16:38,T04,TI,Alta,Cerrado,correo no sincroniza,"El correo del gerente no baja mensajes desde ayer, dice contraseña incorrecta pero es la misma.",2026-06-25 22:17
1069,2026-06-25 10:01,T02,Mantenimiento,Media,Cerrado,puerta automática no abre,"la puerta de la entrada principal se atora y hay q abrirla a mano, la gente se enoja.",2026-06-27 08:11
1070,2026-06-25 17:09,T01,TI,Baja,Resuelto,Internet lento en tienda,"El internet esta muy lento, las terminales tardan en autorizar y la gente se desespera en fila.",2026-07-01 11:08
1071,2026-06-25 18:09,T03,Cajas,Crítica,Cerrado,Impresora de caja sin conexión,"La caja 6 dice impresora desconectada, es la PrintMax TX-200, ya revisamos el cable.",2026-06-26 05:56
1072,2026-06-25 18:21,T03,RH,Media,Cerrado,Baja de colaborador,"Un colaborador de cajas renunció, favor de procesar su baja y finiquito.",2026-06-28 10:54
1073,2026-06-26 16:32,T02,Inventario,Alta,Cerrado,Exceso de producto,"nos mandaron el triple de agua embotellada de lo q pedimos, no hay donde ponerla.",2026-06-27 22:09
1074,2026-06-27 07:04,T02,Mantenimiento,Alta,Cerrado,Gotera en area de cajas gracias,"Hay una gotera arriba de la caja 8 y ya se mojó el piso, riesgo de que se resbale alguien.",2026-06-27 22:33
1075,2026-06-27 08:50,T03,Mantenimiento,Media,Cerrado,anaquel flojo,"Un anaquel del pasillo 8 esta flojo y se mueve, hay que apretarlo antes de que se caiga.",2026-06-30 10:35
1076,2026-06-27 10:56,T02,Mantenimiento,Alta,Cerrado,Refrigerador de carnes no enfría,"El refri de carnes marca 9 grados y debe estar en 2, urge tecnico antes de que se eche a perder el producto.",2026-06-28 17:59
1077,2026-06-27 17:02,T04,Mantenimiento,Alta,Cerrado,congelador con hielo acumulado,El congelador de la isla 4 tiene mucho hielo y la puerta ya no cierra bien.,2026-06-29 08:02
1078,2026-06-28 11:10,T01,TI,Media,Cerrado,Usuario bloqueado gracias,"se me bloqueo el usuario del sistema de nomina, necesito que lo desbloqueen porfa es urgente para el corte gracias",2026-07-02 08:55
1079,2026-06-28 11:25,T01,TI,Media,Resuelto,Reloj checador no lee huellas,"El checador de la entrada de empleados no lee huellas, los muchachos no pueden checar entrada.",2026-06-30 02:28
1080,2026-06-28 21:58,T01,RH,Media,Resuelto,Uniformes pendientes,"Ya pedimos uniformes hace 3 semanas para los nuevos y no llegan, andan con ropa de calle gracias",2026-06-30 02:15
1081,2026-06-29 12:33,T02,Inventario,Alta,Cerrado,faltante en recepción,"En la recepcion de PRV-07 faltaron 5 cajas contra la factura, ya lo anotamos en la remisión.",2026-07-01 02:20
1082,2026-06-29 14:45,T02,TI,Media,Cerrado,Camaras sin grabar,"El sistema de camaras marca que no esta grabando desde la noche, lo necesitamos por seguridad.",2026-07-01 22:39
1083,2026-06-30 10:41,T04,Cajas,Media,Resuelto,Cajón de dinero no abre,"El cajon de la caja 4 no abre, la cajera tiene que abrirlo con la llave cada venta.",2026-07-02 15:42
1084,2026-06-30 13:45,T02,Mantenimiento,Alta,Cerrado,Foco fundido en estacionamiento gracias,"Hay varios focos fundidos en el estacionamiento lado norte, esta muy oscuro en la noche.",2026-07-01 16:04
1085,2026-06-30 15:02,T01,Cajas,Baja,Resuelto,La caja 8 no imprime,"La impresora PrintMax TX-200 de la caja 8 no imprime tickets, ya la reiniciamos 2 veces y sigue igual.",2026-07-09 17:15
1086,2026-06-30 19:24,T03,Mantenimiento,Alta,Cerrado,Puerta automática no abre gracias,"La puerta de la entrada principal se atora y hay que abrirla a mano, la gente se enoja.",2026-07-01 05:32
1087,2026-07-01 08:26,T03,Cajas,Media,Cerrado,Lector de código no lee,"el lector de la caja 10 no lee los codigos, hay q teclearlos a mano y se hace fila.",2026-07-02 10:50
1088,2026-07-01 09:51,T01,Cajas,Baja,Cerrado,Impresora de caja sin conexion,"La caja 7 dice impresora desconectada, es la PrintMax TX-200, ya revisamos el cable.",2026-07-04 08:48
1089,2026-07-02 12:00,T04,Mantenimiento,Alta,Cerrado,Anaquel flojo,"Un anaquel del pasillo 3 esta flojo y se mueve, hay que apretarlo antes de que se caiga.",2026-07-03 06:32
1090,2026-07-03 12:17,T01,RH,Media,Cerrado,Error en nomina,"A dos cajeros les pagaron menos horas de las que checaron la semana pasada, favor de revisar.",2026-07-05 14:59
1091,2026-07-03 15:20,T01,TI,Baja,Cerrado,No entra el sistema de inventario,"Desde la mañana no podemos entrar al SIGMA, marca error de conexion. Ya reiniciamos la compu de la oficina y nada.",2026-07-08 05:50
1092,2026-07-03 20:21,T01,TI,Alta,Resuelto,Impresora de oficina sin tóner,"la impresora de la oficina (la de reportes, no la de cajas) ya no tiene toner, favor de surtir.",2026-07-05 02:03
1093,2026-07-03 20:41,T04,RH,Baja,Cerrado,Uniformes pendientes,"Ya pedimos uniformes hace 3 semanas para los nuevos y no llegan, andan con ropa de calle.",2026-07-13 08:47
1094,2026-07-03 21:26,T02,RH,Media,Cerrado,Incapacidad por registrar,un colaborador trajo su incapacidad del imss y no se donde la capturo en el sistema.,2026-07-05 06:21
1095,2026-07-04 10:15,T03,Inventario,Baja,Cerrado,Merma alta en frutas,"La merma de frutas y verduras esta muy alta esta semana, sobre todo en platano y fresa.",2026-07-10 03:07
1096,2026-07-04 11:43,T01,Mantenimiento,Media,Resuelto,Aire acondicionado no enfría,"El clima del area de abarrotes no enfria, esta a 30 grados adentro, clientes se quejan gracias",2026-07-06 08:25
1097,2026-07-04 17:23,T04,Cajas,Media,Resuelto,Terminal bancaria rechazada,"La terminal de la caja 7 rechaza todas las tarjetas, dice error de comunicacion.",2026-07-07 02:07
1098,2026-07-05 08:37,T03,Mantenimiento,Media,Resuelto,Fuga de agua en baños,"fuga de agua en el baño de clientes, el lavabo no cierra y se desperdicia mucha agua.",2026-07-06 01:35
1099,2026-07-05 14:40,T03,Cajas,Media,Cerrado,Autocobro fuera de servicio,La caja de autocobro 9 marca fuera de servicio desde ayer.,2026-07-09 12:13
1100,2026-07-05 20:07,T02,Inventario,Alta,Resuelto,merma alta en frutas,"la merma de frutas y verduras esta muy alta esta semana, sobre todo en platano y fresa.",2026-07-06 05:10
1101,2026-07-06 09:23,T01,Inventario,Media,Cerrado,Exceso de producto gracias,"Nos mandaron el triple de agua embotellada de lo q pedimos, no hay donde ponerla.",2026-07-07 09:33
1102,2026-07-06 11:11,T02,TI,Media,Cerrado,se cayó el wifi de los handhelds,"Los handhelds de piso no agarran wifi en el pasillo 6, no podemos hacer conteos.",2026-07-09 09:14
1103,2026-07-06 12:28,T02,Inventario,Baja,Cerrado,Producto sin codigo en sistema,"Llego un producto nuevo de PRV-02 y no tiene codigo cargado, no se puede vender.",2026-07-08 15:26
1104,2026-07-06 15:08,T02,TI,Baja,Cerrado,Cámaras sin grabar,"El sistema de camaras marca que no esta grabando desde la noche, lo necesitamos por seguridad.",2026-07-12 15:18
1105,2026-07-07 07:40,T01,TI,Baja,Resuelto,correo no sincroniza,"el correo del gerente no baja mensajes desde ayer, dice contraseña incorrecta pero es la misma.",2026-07-10 22:57
1106,2026-07-07 12:45,T04,Inventario,Baja,Cerrado,Merma alta en frutas,"La merma de frutas y verduras esta muy alta esta semana, sobre todo en platano y fresa.",2026-07-13 12:08
1107,2026-07-07 13:20,T02,RH,Media,Cerrado,Incapacidad por registrar,Un colaborador trajo su incapacidad del IMSS y no sé donde la capturo en el sistema.,2026-07-08 11:22
1108,2026-07-07 17:59,T03,TI,Media,Cerrado,no entra el sistema de inventario,"Desde la manana no podemos entrar al SIGMA, marca error de conexion. Ya reiniciamos la compu de la oficina y nada.",2026-07-11 02:09
1109,2026-07-08 13:33,T03,Cajas,Alta,Cerrado,cajon de dinero no abre,"El cajon de la caja 11 no abre, la cajera tiene que abrirlo con la llave cada venta.",2026-07-09 08:18
1110,2026-07-08 15:44,T03,Mantenimiento,Baja,Resuelto,Congelador con hielo acumulado gracias,El congelador de la isla 3 tiene mucho hielo y la puerta ya no cierra bien.,2026-07-16 00:45
1111,2026-07-08 16:11,T01,Inventario,Alta,Cerrado,Producto caducado en anaquel,"Encontramos Bebida isotonica 600 ml caducado en anaquel, ya lo retiramos pero hay que revisar el resto.",2026-07-10 05:29
1112,2026-07-08 20:23,T03,Mantenimiento,Media,Resuelto,Puerta automatica no abre,"la puerta de la entrada principal se atora y hay q abrirla a mano, la gente se enoja.",2026-07-11 05:12
1113,2026-07-09 10:17,T03,TI,Alta,Resuelto,No entra el sistema de inventario,"Desde la mañana no podemos entrar al SIGMA, marca error de conexion. Ya reiniciamos la compu de la oficina y nada.",2026-07-11 04:34
1114,2026-07-09 11:59,T04,RH,Baja,Resuelto,Duda de vacaciones,"Un colaborador pregunta como se calculan sus dias de vacaciones, ¿me mandan la tabla?",2026-07-12 05:36
1115,2026-07-09 15:16,T03,Cajas,Alta,Cerrado,autocobro fuera de servicio,la caja de autocobro 6 marca fuera de servicio desde ayer.,2026-07-09 23:47
1116,2026-07-09 16:59,T01,Inventario,Alta,Cerrado,Ajuste de inventario negativo,"El sistema marca existencia negativa de Cerveza oscura 355 ml 6 pack, favor de ajustar.",2026-07-10 16:46
1117,2026-07-09 20:32,T02,Mantenimiento,Media,Cerrado,Montacargas no arranca,"El montacargas de bodega no arranca, no podemos bajar tarimas de la recepcion.",2026-07-13 19:16
1118,2026-07-10 09:40,T02,Mantenimiento,Alta,Cerrado,Remodelación de pasillo central del 14 al 16 de julio,"Aviso: del 14 al 16 de julio se remodela el pasillo central y el área de cajas 1 a 6. Se cierra como el 40% del piso de venta y solo operan 6 cajas. Ya avisamos a Mantenimiento corporativo, favor de coordinar al contratista y el horario reducido.",2026-07-11 14:26
1119,2026-07-11 11:01,T01,TI,Baja,Cerrado,Reloj checador no lee huellas,"El checador de la entrada de empleados no lee huellas, los muchachos no pueden checar entrada.",2026-07-14 20:27
1120,2026-07-11 12:44,T03,Mantenimiento,Baja,Cerrado,se fue la luz en refris,"Se fue la luz en refris del pasillo 10, ya llevan como 2 hrs sin frio, los lacteos estan en riesgo.",2026-07-17 01:08
1121,2026-07-11 12:45,T02,TI,Media,Resuelto,actualización pendiente en pos,"las cajas piden una actualizacion y no sabemos si aplicarla o esperar, ¿nos dicen?",2026-07-12 12:19
1122,2026-07-11 13:46,T01,RH,Baja,Resuelto,incapacidad por registrar,Un colaborador trajo su incapacidad del IMSS y no sé donde la capturo en el sistema.,2026-07-18 16:20
1123,2026-07-12 13:12,T01,TI,Media,Cerrado,No entra el sistema de inventario gracias,"desde la manana no podemos entrar al sigma, marca error de conexion. ya reiniciamos la compu de la oficina y nada.",2026-07-14 05:09
1124,2026-07-13 08:19,T01,TI,Alta,Cerrado,Actualizacion pendiente en POS,"Las cajas piden una actualizacion y no sabemos si aplicarla o esperar, ¿nos dicen? gracias",2026-07-14 17:23
1125,2026-07-13 19:07,T04,RH,Baja,Cerrado,Falta personal en fin de semana,"Necesitamos apoyo de 2 cajeros para sabado y domingo, tenemos 3 vacantes sin cubrir.",2026-07-20 02:51
1126,2026-07-13 21:25,T04,Inventario,Alta,Cerrado,Producto sin código en sistema,"Llego un producto nuevo de PRV-04 y no tiene codigo cargado, no se puede vender.",2026-07-15 14:27
1127,2026-07-14 09:26,T02,Mantenimiento,Baja,Resuelto,foco fundido en estacionamiento,"Hay varios focos fundidos en el estacionamiento lado norte, esta muy oscuro en la noche.",2026-07-17 18:32
1128,2026-07-14 16:23,T03,Cajas,Baja,Cerrado,Lector de codigo no lee,"El lector de la caja 5 no lee los codigos, hay q teclearlos a mano y se hace fila.",2026-07-23 00:13
1129,2026-07-14 17:26,T02,Cajas,Media,Cerrado,bascula descalibrada,"La bascula de la caja 5 pesa de mas, un cliente lo comprobo con su propia bascula.",2026-07-16 07:40
1130,2026-07-14 19:46,T02,RH,Baja,Cerrado,alta de empleado nuevo,"Entra un nuevo colaborador el lunes a perecederos, necesito su alta en sistema y gafete.",2026-07-19 13:31
1131,2026-07-14 21:39,T02,Mantenimiento,Crítica,Cerrado,aire acondicionado no enfría,"El clima del area de abarrotes no enfria, esta a 30 grados adentro, clientes se quejan gracias",2026-07-15 07:10
1132,2026-07-15 09:53,T03,RH,Media,Resuelto,Cambio de horario,"Solicitud de cambio de turno de un colaborador de bodega por estudios, ¿se puede?",2026-07-17 22:27
1133,2026-07-15 14:34,T04,Mantenimiento,Baja,Cerrado,refrigerador de carnes no enfría,"El refri de carnes marca 9 grados y debe estar en 2, urge tecnico antes de q se eche a perder el producto.",2026-07-21 13:37
1134,2026-07-15 16:40,T04,Mantenimiento,Crítica,Cerrado,Foco fundido en estacionamiento,"Hay varios focos fundidos en el estacionamiento lado norte, esta muy oscuro en la noche.",2026-07-15 22:20
1135,2026-07-15 20:43,T04,TI,Media,Resuelto,Pantalla de precios apagada,"La pantalla digital de precios de la entrada está en negro, ya la desconectamos y conectamos.",2026-07-19 04:43
1136,2026-07-16 16:46,T03,Cajas,Baja,Cerrado,Teclado con teclas pegadas,"El teclado de la caja 2 tiene teclas pegadas, sobre todo el enter gracias",2026-07-25 05:30
1137,2026-07-16 17:45,T02,Inventario,Media,Cerrado,Diferencia en conteo ciclico,"El conteo del pasillo 9 salió con diferencia de 32 piezas contra sistema, ¿reconteo?",2026-07-17 16:35
1138,2026-07-16 20:06,T03,Cajas,Media,Cerrado,Pantalla de caja parpadea,"La pantalla de la caja 4 parpadea y a veces se pone negra, no se puede trabajar asi.",2026-07-19 00:16
1139,2026-07-17 09:23,T04,Cajas,Media,Cerrado,Ticket sale en blanco,"En la caja 2 el ticket sale en blanco, la impresora PrintMax TX-200 prende pero no marca nada.",2026-07-18 09:08
1140,2026-07-17 16:44,T01,Mantenimiento,Alta,Cerrado,cortina de bodega atorada,"la cortina metalica de recepcion se atoro a medias, los proveedores no pueden descargar.",2026-07-19 08:05
1141,2026-07-17 20:32,T01,Inventario,Alta,Cerrado,Reposición urgente gracias,"Se nos está acabando Filete de pescado congelado 500 g y el pedido normal llega hasta el jueves, ¿pueden adelantarlo?",2026-07-18 17:14
1142,2026-07-17 21:26,T03,Inventario,Media,Cerrado,Precio en anaquel no coincide,"El precio en anaquel de Chocolate en polvo 400 g es distinto al de caja, los clientes reclaman.",2026-07-20 17:23
1143,2026-07-18 08:39,T03,Cajas,Alta,Cerrado,Impresora de caja atascada,"La PrintMax TX-200 de la caja 9 se atasca el papel cada rato, ya cambiamos el rollo y nada.",2026-07-19 02:25
1144,2026-07-18 08:39,T03,TI,Media,Resuelto,Correo no sincroniza,"El correo del gerente no baja mensajes desde ayer, dice contrasena incorrecta pero es la misma.",2026-07-18 21:23
